entity_id,entity_type,declared_annual_income,kyc_status,age,geography_tier
ENT_08652,TRUST,4900000,VERIFIED,,rural
ENT_08653,INDIVIDUAL,2600000,VERIFIED,27.0,rural
ENT_08654,TRUST,6400000,VERIFIED,,rural
ENT_08655,INDIVIDUAL,4100000,VERIFIED,39.0,metro
ENT_08656,INDIVIDUAL,0,VERIFIED,51.0,metro
ENT_08657,INDIVIDUAL,8800000,VERIFIED,55.0,metro
ENT_08658,INDIVIDUAL,1400000,VERIFIED,57.0,rural
ENT_08659,INDIVIDUAL,8800000,VERIFIED,48.0,tier2
ENT_08660,INDIVIDUAL,64300000,VERIFIED,43.0,metro
ENT_08661,INDIVIDUAL,31900000,VERIFIED,44.0,tier2
ENT_08662,INDIVIDUAL,9600000,VERIFIED,28.0,metro
ENT_08663,INDIVIDUAL,58200000,VERIFIED,30.0,metro
ENT_08664,INDIVIDUAL,700000,VERIFIED,30.0,tier2
ENT_08665,INDIVIDUAL,0,VERIFIED,27.0,metro
ENT_08666,INDIVIDUAL,9500000,VERIFIED,43.0,metro
ENT_08667,INDIVIDUAL,1300000,VERIFIED,29.0,rural
ENT_08668,BUSINESS,76800000,VERIFIED,,metro
ENT_08669,INDIVIDUAL,7700000,VERIFIED,57.0,metro
ENT_08670,INDIVIDUAL,1100000,VERIFIED,25.0,rural
ENT_08671,BUSINESS,3200000,VERIFIED,,metro
ENT_08672,INDIVIDUAL,5100000,VERIFIED,34.0,metro
ENT_08673,INDIVIDUAL,9600000,VERIFIED,33.0,tier2
ENT_08674,TRUST,88900000,VERIFIED,,rural
ENT_08675,INDIVIDUAL,7400000,VERIFIED,52.0,metro
ENT_08676,INDIVIDUAL,6800000,VERIFIED,52.0,metro
ENT_08677,INDIVIDUAL,8300000,VERIFIED,29.0,tier2
ENT_08678,INDIVIDUAL,900000,VERIFIED,44.0,rural
ENT_08679,BUSINESS,46800000,VERIFIED,,rural
ENT_08680,INDIVIDUAL,4500000,VERIFIED,39.0,tier2
ENT_08681,INDIVIDUAL,300000,VERIFIED,65.0,metro
ENT_08682,INDIVIDUAL,0,VERIFIED,55.0,metro
ENT_08683,INDIVIDUAL,500000,VERIFIED,24.0,tier2
ENT_08684,INDIVIDUAL,800000,VERIFIED,55.0,tier2
ENT_08685,INDIVIDUAL,600000,VERIFIED,25.0,rural
ENT_08686,INDIVIDUAL,900000,VERIFIED,34.0,metro
ENT_08687,INDIVIDUAL,300000,VERIFIED,23.0,rural
ENT_08688,INDIVIDUAL,31300000,VERIFIED,38.0,metro
ENT_08689,BUSINESS,5900000,VERIFIED,,metro
ENT_08690,INDIVIDUAL,0,VERIFIED,42.0,tier2
ENT_08691,INDIVIDUAL,600000,VERIFIED,32.0,metro
ENT_08692,INDIVIDUAL,0,VERIFIED,53.0,rural
ENT_08693,INDIVIDUAL,0,VERIFIED,48.0,metro
ENT_08694,INDIVIDUAL,8400000,VERIFIED,36.0,metro
ENT_08695,BUSINESS,88000000,VERIFIED,,metro
ENT_08696,INDIVIDUAL,1300000,VERIFIED,53.0,metro
ENT_08697,BUSINESS,52200000,VERIFIED,,tier2
ENT_08698,INDIVIDUAL,800000,VERIFIED,28.0,rural
ENT_08699,TRUST,18900000,VERIFIED,,metro
ENT_08700,INDIVIDUAL,700000,VERIFIED,25.0,metro
ENT_08701,BUSINESS,7700000,VERIFIED,,tier2
ENT_08702,INDIVIDUAL,15500000,VERIFIED,43.0,metro
ENT_08703,INDIVIDUAL,0,VERIFIED,36.0,tier2
ENT_08704,TRUST,55000000,VERIFIED,,metro
ENT_08705,INDIVIDUAL,300000,VERIFIED,41.0,metro
ENT_08706,INDIVIDUAL,500000,VERIFIED,63.0,metro
ENT_08707,INDIVIDUAL,96700000,VERIFIED,49.0,tier2
ENT_08708,INDIVIDUAL,900000,VERIFIED,25.0,metro
ENT_08709,INDIVIDUAL,73900000,VERIFIED,63.0,rural
ENT_08710,BUSINESS,6100000,VERIFIED,,rural
ENT_08711,INDIVIDUAL,1000000,VERIFIED,24.0,metro
ENT_08712,TRUST,26600000,VERIFIED,,tier2
ENT_08713,INDIVIDUAL,1500000,VERIFIED,50.0,metro
ENT_08714,INDIVIDUAL,900000,VERIFIED,46.0,metro
ENT_08715,BUSINESS,17600000,VERIFIED,,rural
ENT_08716,INDIVIDUAL,4300000,VERIFIED,23.0,tier2
ENT_08717,BUSINESS,71100000,VERIFIED,,metro
ENT_08718,BUSINESS,7900000,VERIFIED,,metro
ENT_08719,INDIVIDUAL,0,VERIFIED,34.0,metro
ENT_08720,INDIVIDUAL,19200000,VERIFIED,49.0,metro
ENT_08721,BUSINESS,20600000,VERIFIED,,metro
ENT_08722,BUSINESS,6700000,VERIFIED,,metro
ENT_08723,INDIVIDUAL,0,VERIFIED,51.0,tier2
ENT_08724,INDIVIDUAL,300000,VERIFIED,33.0,rural
ENT_08725,INDIVIDUAL,900000,VERIFIED,34.0,metro
ENT_08726,INDIVIDUAL,0,VERIFIED,59.0,rural
ENT_08727,BUSINESS,6100000,VERIFIED,,tier2
ENT_08728,INDIVIDUAL,8000000,VERIFIED,27.0,rural
ENT_08729,INDIVIDUAL,700000,VERIFIED,31.0,metro
ENT_08730,INDIVIDUAL,1300000,VERIFIED,63.0,rural
ENT_08731,INDIVIDUAL,1000000,VERIFIED,38.0,rural
ENT_08732,INDIVIDUAL,24700000,VERIFIED,35.0,rural
ENT_08733,INDIVIDUAL,300000,VERIFIED,59.0,metro
ENT_08734,TRUST,2000000,VERIFIED,,metro
ENT_08735,INDIVIDUAL,600000,VERIFIED,51.0,rural
ENT_08736,BUSINESS,9000000,VERIFIED,,tier2
ENT_08737,INDIVIDUAL,1400000,VERIFIED,45.0,metro
ENT_08738,INDIVIDUAL,7300000,VERIFIED,36.0,metro
ENT_08739,INDIVIDUAL,3900000,VERIFIED,24.0,rural
ENT_08740,INDIVIDUAL,1500000,VERIFIED,38.0,metro
ENT_08741,INDIVIDUAL,700000,VERIFIED,24.0,metro
ENT_08742,BUSINESS,3800000,VERIFIED,,tier2
ENT_08743,INDIVIDUAL,1500000,VERIFIED,33.0,tier2
ENT_08744,INDIVIDUAL,0,VERIFIED,49.0,tier2
ENT_08745,BUSINESS,64800000,VERIFIED,,metro
ENT_08746,BUSINESS,86500000,VERIFIED,,metro
ENT_08747,INDIVIDUAL,7700000,VERIFIED,32.0,rural
ENT_08748,INDIVIDUAL,5100000,VERIFIED,58.0,rural
ENT_08749,INDIVIDUAL,700000,VERIFIED,49.0,metro
ENT_08750,INDIVIDUAL,1300000,VERIFIED,59.0,rural
ENT_08751,INDIVIDUAL,1200000,VERIFIED,48.0,metro
ENT_08752,INDIVIDUAL,5600000,VERIFIED,27.0,rural
ENT_08753,INDIVIDUAL,1300000,VERIFIED,62.0,metro
ENT_08754,BUSINESS,8200000,VERIFIED,,metro
ENT_08755,INDIVIDUAL,21800000,VERIFIED,51.0,metro
ENT_08756,INDIVIDUAL,6700000,VERIFIED,35.0,tier2
ENT_08757,INDIVIDUAL,1200000,VERIFIED,19.0,metro
ENT_08758,INDIVIDUAL,13300000,VERIFIED,56.0,metro
ENT_08759,BUSINESS,7700000,VERIFIED,,metro
ENT_08760,INDIVIDUAL,1100000,VERIFIED,21.0,metro
ENT_08761,INDIVIDUAL,8700000,VERIFIED,58.0,rural
ENT_08762,INDIVIDUAL,1300000,VERIFIED,24.0,metro
ENT_08763,INDIVIDUAL,1500000,VERIFIED,62.0,tier2
ENT_08764,BUSINESS,28100000,VERIFIED,,tier2
ENT_08765,INDIVIDUAL,8800000,VERIFIED,19.0,tier2
ENT_08766,INDIVIDUAL,9300000,VERIFIED,21.0,metro
ENT_08767,INDIVIDUAL,0,VERIFIED,25.0,metro
ENT_08768,INDIVIDUAL,1200000,VERIFIED,39.0,tier2
ENT_08769,BUSINESS,3600000,VERIFIED,,metro
ENT_08770,INDIVIDUAL,1000000,VERIFIED,49.0,metro
ENT_08771,INDIVIDUAL,3700000,VERIFIED,51.0,rural
ENT_08772,BUSINESS,6400000,VERIFIED,,metro
ENT_08773,INDIVIDUAL,700000,VERIFIED,23.0,metro
ENT_08774,INDIVIDUAL,1400000,VERIFIED,49.0,metro
ENT_08775,INDIVIDUAL,3900000,VERIFIED,62.0,metro
ENT_08776,INDIVIDUAL,20300000,VERIFIED,61.0,rural
ENT_08777,INDIVIDUAL,0,VERIFIED,34.0,metro
ENT_08778,INDIVIDUAL,1000000,VERIFIED,34.0,metro
ENT_08779,INDIVIDUAL,1200000,VERIFIED,63.0,tier2
ENT_08780,INDIVIDUAL,0,VERIFIED,60.0,metro
ENT_08781,INDIVIDUAL,5200000,VERIFIED,32.0,rural
ENT_08782,BUSINESS,8300000,VERIFIED,,metro
ENT_08783,INDIVIDUAL,8000000,VERIFIED,49.0,metro
ENT_08784,BUSINESS,6000000,VERIFIED,,metro
ENT_08785,INDIVIDUAL,1000000,VERIFIED,55.0,metro
ENT_08786,INDIVIDUAL,9000000,VERIFIED,24.0,metro
ENT_08787,INDIVIDUAL,23000000,VERIFIED,55.0,metro
ENT_08788,INDIVIDUAL,1300000,VERIFIED,58.0,metro
ENT_08789,INDIVIDUAL,0,VERIFIED,19.0,metro
ENT_08790,INDIVIDUAL,79200000,VERIFIED,20.0,metro
ENT_08791,INDIVIDUAL,38500000,VERIFIED,51.0,rural
ENT_08792,BUSINESS,3100000,VERIFIED,,metro
ENT_08793,BUSINESS,3100000,VERIFIED,,rural
ENT_08794,INDIVIDUAL,7700000,VERIFIED,38.0,rural
ENT_08795,BUSINESS,31200000,VERIFIED,,tier2
ENT_08796,BUSINESS,7700000,VERIFIED,,rural
ENT_08797,INDIVIDUAL,1100000,VERIFIED,31.0,metro
ENT_08798,INDIVIDUAL,400000,VERIFIED,45.0,rural
ENT_08799,INDIVIDUAL,900000,VERIFIED,59.0,metro
ENT_08800,INDIVIDUAL,71000000,VERIFIED,31.0,metro
ENT_08801,INDIVIDUAL,1900000,VERIFIED,46.0,rural
ENT_08802,INDIVIDUAL,7900000,VERIFIED,53.0,tier2
ENT_08803,BUSINESS,6600000,VERIFIED,,tier2
ENT_08804,TRUST,7900000,VERIFIED,,metro
ENT_08805,INDIVIDUAL,300000,VERIFIED,60.0,metro
ENT_08806,INDIVIDUAL,800000,VERIFIED,38.0,metro
ENT_08807,INDIVIDUAL,300000,VERIFIED,18.0,metro
ENT_08808,INDIVIDUAL,1300000,VERIFIED,50.0,tier2
ENT_08809,BUSINESS,9500000,VERIFIED,,metro
ENT_08810,INDIVIDUAL,3200000,VERIFIED,54.0,tier2
ENT_08811,INDIVIDUAL,15900000,VERIFIED,26.0,tier2
ENT_08812,INDIVIDUAL,1200000,VERIFIED,53.0,tier2
ENT_08813,TRUST,32400000,VERIFIED,,metro
ENT_08814,TRUST,20200000,VERIFIED,,metro
ENT_08815,BUSINESS,1400000,VERIFIED,,metro
ENT_08816,INDIVIDUAL,1300000,VERIFIED,49.0,metro
ENT_08817,BUSINESS,3900000,VERIFIED,,metro
ENT_08818,INDIVIDUAL,83500000,VERIFIED,45.0,tier2
ENT_08819,TRUST,44500000,VERIFIED,,tier2
ENT_08820,INDIVIDUAL,600000,VERIFIED,64.0,metro
ENT_08821,INDIVIDUAL,3900000,VERIFIED,49.0,metro
ENT_08822,INDIVIDUAL,1500000,VERIFIED,31.0,metro
ENT_08823,INDIVIDUAL,900000,VERIFIED,24.0,rural
ENT_08824,INDIVIDUAL,1100000,VERIFIED,36.0,rural
ENT_08825,INDIVIDUAL,1000000,VERIFIED,27.0,rural
ENT_08826,INDIVIDUAL,6700000,VERIFIED,62.0,metro
ENT_08827,INDIVIDUAL,7100000,VERIFIED,33.0,metro
ENT_08828,BUSINESS,6400000,VERIFIED,,rural
ENT_08829,BUSINESS,5200000,VERIFIED,,tier2
ENT_08830,INDIVIDUAL,6600000,VERIFIED,57.0,tier2
ENT_08831,INDIVIDUAL,3000000,VERIFIED,65.0,tier2
ENT_08832,INDIVIDUAL,1300000,VERIFIED,56.0,metro
ENT_08833,INDIVIDUAL,9900000,VERIFIED,38.0,metro
ENT_08834,TRUST,65200000,VERIFIED,,rural
ENT_08835,BUSINESS,42900000,VERIFIED,,metro
ENT_08836,TRUST,6700000,VERIFIED,,metro
ENT_08837,TRUST,36600000,VERIFIED,,metro
ENT_08838,TRUST,5700000,VERIFIED,,rural
ENT_08839,INDIVIDUAL,1500000,VERIFIED,35.0,metro
ENT_08840,INDIVIDUAL,0,VERIFIED,64.0,metro
ENT_08841,INDIVIDUAL,1400000,VERIFIED,56.0,tier2
ENT_08842,INDIVIDUAL,17300000,VERIFIED,32.0,rural
ENT_08843,BUSINESS,5400000,VERIFIED,,tier2
ENT_08844,INDIVIDUAL,1000000,VERIFIED,19.0,tier2
ENT_08845,BUSINESS,54300000,VERIFIED,,metro
ENT_08846,INDIVIDUAL,0,VERIFIED,21.0,metro
ENT_08847,BUSINESS,83000000,VERIFIED,,metro
ENT_08848,BUSINESS,49400000,VERIFIED,,tier2
ENT_08849,INDIVIDUAL,7800000,VERIFIED,46.0,metro
ENT_08850,INDIVIDUAL,0,VERIFIED,53.0,tier2
ENT_08851,INDIVIDUAL,900000,VERIFIED,26.0,metro
ENT_08852,INDIVIDUAL,0,VERIFIED,30.0,tier2
ENT_08853,INDIVIDUAL,2000000,VERIFIED,23.0,rural
ENT_08854,INDIVIDUAL,2300000,VERIFIED,42.0,metro
ENT_08855,INDIVIDUAL,1100000,VERIFIED,61.0,metro
ENT_08856,INDIVIDUAL,4900000,VERIFIED,33.0,metro
ENT_08857,BUSINESS,7300000,VERIFIED,,metro
ENT_08858,INDIVIDUAL,7100000,VERIFIED,48.0,rural
ENT_08859,TRUST,2200000,VERIFIED,,tier2
ENT_08860,INDIVIDUAL,3000000,VERIFIED,62.0,metro
ENT_08861,INDIVIDUAL,300000,VERIFIED,28.0,metro
ENT_08862,TRUST,39900000,VERIFIED,,metro
ENT_08863,INDIVIDUAL,1500000,VERIFIED,59.0,tier2
ENT_08864,BUSINESS,18600000,VERIFIED,,rural
ENT_08865,INDIVIDUAL,1500000,VERIFIED,22.0,rural
ENT_08866,BUSINESS,74700000,VERIFIED,,metro
ENT_08867,BUSINESS,88500000,VERIFIED,,metro
ENT_08868,INDIVIDUAL,3000000,VERIFIED,55.0,metro
ENT_08869,INDIVIDUAL,19400000,VERIFIED,63.0,rural
ENT_08870,BUSINESS,12000000,VERIFIED,,rural
ENT_08871,INDIVIDUAL,800000,VERIFIED,52.0,metro
ENT_08872,INDIVIDUAL,8400000,VERIFIED,27.0,tier2
ENT_08873,INDIVIDUAL,7400000,VERIFIED,49.0,tier2
ENT_08874,INDIVIDUAL,600000,VERIFIED,48.0,metro
ENT_08875,INDIVIDUAL,6300000,VERIFIED,34.0,rural
ENT_08876,INDIVIDUAL,1100000,VERIFIED,20.0,metro
ENT_08877,INDIVIDUAL,400000,VERIFIED,54.0,metro
ENT_08878,INDIVIDUAL,500000,VERIFIED,52.0,tier2
ENT_08879,INDIVIDUAL,1000000,VERIFIED,45.0,metro
ENT_08880,TRUST,8500000,VERIFIED,,metro
ENT_08881,INDIVIDUAL,900000,VERIFIED,34.0,metro
ENT_08882,INDIVIDUAL,3600000,VERIFIED,25.0,metro
ENT_08883,BUSINESS,7700000,VERIFIED,,tier2
ENT_08884,INDIVIDUAL,5000000,VERIFIED,54.0,metro
ENT_08885,INDIVIDUAL,6500000,VERIFIED,64.0,tier2
ENT_08886,INDIVIDUAL,9300000,VERIFIED,60.0,rural
ENT_08887,INDIVIDUAL,0,VERIFIED,37.0,rural
ENT_08888,INDIVIDUAL,1000000,VERIFIED,25.0,metro
ENT_08889,INDIVIDUAL,1000000,VERIFIED,21.0,metro
ENT_08890,INDIVIDUAL,11800000,VERIFIED,62.0,metro
ENT_08891,INDIVIDUAL,1200000,VERIFIED,36.0,metro
ENT_08892,BUSINESS,56900000,VERIFIED,,rural
ENT_08893,INDIVIDUAL,1300000,VERIFIED,31.0,metro
ENT_08894,BUSINESS,46500000,VERIFIED,,metro
ENT_08895,INDIVIDUAL,7000000,VERIFIED,42.0,rural
ENT_08896,BUSINESS,4000000,VERIFIED,,rural
ENT_08897,INDIVIDUAL,10300000,VERIFIED,63.0,rural
ENT_08898,INDIVIDUAL,44900000,VERIFIED,31.0,tier2
ENT_08899,INDIVIDUAL,1400000,VERIFIED,48.0,metro
ENT_08900,INDIVIDUAL,2800000,VERIFIED,48.0,metro
ENT_08901,INDIVIDUAL,8100000,VERIFIED,49.0,metro
ENT_08902,INDIVIDUAL,4400000,VERIFIED,28.0,tier2
ENT_08903,INDIVIDUAL,900000,VERIFIED,19.0,metro
ENT_08904,BUSINESS,9100000,VERIFIED,,metro
ENT_08905,INDIVIDUAL,4900000,VERIFIED,34.0,tier2
ENT_08906,INDIVIDUAL,4600000,VERIFIED,30.0,tier2
ENT_08907,INDIVIDUAL,71700000,VERIFIED,43.0,rural
ENT_08908,INDIVIDUAL,1000000,VERIFIED,47.0,tier2
ENT_08909,INDIVIDUAL,400000,VERIFIED,44.0,rural
ENT_08910,INDIVIDUAL,0,VERIFIED,25.0,metro
ENT_08911,BUSINESS,12200000,VERIFIED,,rural
ENT_08912,INDIVIDUAL,5300000,VERIFIED,56.0,metro
ENT_08913,INDIVIDUAL,400000,VERIFIED,40.0,metro
ENT_08914,INDIVIDUAL,0,VERIFIED,57.0,tier2
ENT_08915,INDIVIDUAL,300000,VERIFIED,19.0,tier2
ENT_08916,INDIVIDUAL,4900000,VERIFIED,65.0,tier2
ENT_08917,INDIVIDUAL,59100000,VERIFIED,37.0,metro
ENT_08918,BUSINESS,4500000,VERIFIED,,tier2
ENT_08919,INDIVIDUAL,0,VERIFIED,62.0,metro
ENT_08920,INDIVIDUAL,1200000,VERIFIED,57.0,metro
ENT_08921,INDIVIDUAL,700000,VERIFIED,44.0,rural
ENT_08922,INDIVIDUAL,0,VERIFIED,24.0,tier2
ENT_08923,INDIVIDUAL,19600000,VERIFIED,34.0,metro
ENT_08924,INDIVIDUAL,400000,VERIFIED,59.0,metro
ENT_08925,BUSINESS,5700000,VERIFIED,,tier2
ENT_08926,INDIVIDUAL,900000,VERIFIED,59.0,tier2
ENT_08927,INDIVIDUAL,4700000,VERIFIED,30.0,tier2
ENT_08928,INDIVIDUAL,1300000,VERIFIED,65.0,rural
ENT_08929,INDIVIDUAL,1100000,VERIFIED,37.0,metro
ENT_08930,INDIVIDUAL,700000,VERIFIED,58.0,tier2
ENT_08931,INDIVIDUAL,0,VERIFIED,33.0,metro
ENT_08932,TRUST,58600000,VERIFIED,,tier2
ENT_08933,INDIVIDUAL,0,VERIFIED,47.0,tier2
ENT_08934,BUSINESS,14700000,VERIFIED,,rural
ENT_08935,INDIVIDUAL,900000,VERIFIED,46.0,tier2
ENT_08936,INDIVIDUAL,9300000,VERIFIED,58.0,metro
ENT_08937,INDIVIDUAL,9800000,VERIFIED,47.0,metro
ENT_08938,TRUST,70300000,VERIFIED,,rural
ENT_08939,INDIVIDUAL,7700000,VERIFIED,54.0,rural
ENT_08940,BUSINESS,7700000,VERIFIED,,rural
ENT_08941,INDIVIDUAL,7100000,VERIFIED,34.0,metro
ENT_08942,INDIVIDUAL,18500000,VERIFIED,21.0,metro
ENT_08943,INDIVIDUAL,3100000,VERIFIED,56.0,metro
ENT_08944,INDIVIDUAL,5000000,VERIFIED,29.0,rural
ENT_08945,INDIVIDUAL,7200000,VERIFIED,32.0,metro
ENT_08946,INDIVIDUAL,700000,VERIFIED,19.0,metro
ENT_08947,INDIVIDUAL,0,VERIFIED,24.0,tier2
ENT_08948,INDIVIDUAL,4500000,VERIFIED,33.0,tier2
ENT_08949,INDIVIDUAL,0,VERIFIED,29.0,metro
ENT_08950,INDIVIDUAL,39800000,VERIFIED,57.0,metro
ENT_08951,BUSINESS,8400000,VERIFIED,,metro
ENT_08952,INDIVIDUAL,0,VERIFIED,23.0,metro
ENT_08953,INDIVIDUAL,700000,VERIFIED,41.0,metro
ENT_08954,BUSINESS,3800000,VERIFIED,,metro
ENT_08955,INDIVIDUAL,1800000,VERIFIED,60.0,tier2
ENT_08956,INDIVIDUAL,1000000,VERIFIED,41.0,metro
ENT_08957,INDIVIDUAL,600000,VERIFIED,18.0,metro
ENT_08958,INDIVIDUAL,97000000,VERIFIED,46.0,metro
ENT_08959,INDIVIDUAL,7100000,VERIFIED,58.0,tier2
ENT_08960,INDIVIDUAL,1000000,VERIFIED,24.0,tier2
ENT_08961,BUSINESS,26000000,VERIFIED,,metro
ENT_08962,INDIVIDUAL,3000000,VERIFIED,28.0,rural
ENT_08963,INDIVIDUAL,300000,VERIFIED,44.0,metro
ENT_08964,INDIVIDUAL,1400000,VERIFIED,55.0,metro
ENT_08965,INDIVIDUAL,1300000,VERIFIED,38.0,rural
ENT_08966,TRUST,65500000,VERIFIED,,tier2
ENT_08967,BUSINESS,1800000,VERIFIED,,rural
ENT_08968,INDIVIDUAL,0,VERIFIED,20.0,rural
ENT_08969,INDIVIDUAL,0,VERIFIED,38.0,tier2
ENT_08970,BUSINESS,72500000,VERIFIED,,rural
ENT_08971,BUSINESS,15900000,VERIFIED,,rural
ENT_08972,INDIVIDUAL,1500000,VERIFIED,30.0,tier2
ENT_08973,INDIVIDUAL,1500000,VERIFIED,49.0,rural
ENT_08974,INDIVIDUAL,800000,VERIFIED,34.0,rural
ENT_08975,BUSINESS,5000000,VERIFIED,,metro
ENT_08976,INDIVIDUAL,500000,VERIFIED,37.0,metro
ENT_08977,INDIVIDUAL,0,VERIFIED,55.0,rural
ENT_08978,INDIVIDUAL,6300000,VERIFIED,25.0,tier2
ENT_08979,INDIVIDUAL,700000,VERIFIED,24.0,tier2
ENT_08980,INDIVIDUAL,2300000,VERIFIED,25.0,metro
ENT_08981,INDIVIDUAL,5800000,VERIFIED,21.0,metro
ENT_08982,INDIVIDUAL,68100000,VERIFIED,49.0,tier2
ENT_08983,BUSINESS,14300000,VERIFIED,,tier2
ENT_08984,INDIVIDUAL,5800000,VERIFIED,38.0,rural
ENT_08985,INDIVIDUAL,2100000,VERIFIED,37.0,rural
ENT_08986,INDIVIDUAL,700000,VERIFIED,27.0,tier2
ENT_08987,INDIVIDUAL,7700000,VERIFIED,52.0,metro
ENT_08988,INDIVIDUAL,0,VERIFIED,39.0,rural
ENT_08989,INDIVIDUAL,9400000,VERIFIED,44.0,rural
ENT_08990,BUSINESS,99800000,VERIFIED,,tier2
ENT_08991,TRUST,4200000,VERIFIED,,metro
ENT_08992,INDIVIDUAL,2400000,VERIFIED,36.0,metro
ENT_08993,BUSINESS,77500000,VERIFIED,,tier2
ENT_08994,INDIVIDUAL,0,VERIFIED,45.0,tier2
ENT_08995,BUSINESS,69000000,VERIFIED,,metro
ENT_08996,INDIVIDUAL,1400000,VERIFIED,59.0,tier2
ENT_08997,INDIVIDUAL,9700000,VERIFIED,21.0,metro
ENT_08998,INDIVIDUAL,400000,VERIFIED,38.0,metro
ENT_08999,INDIVIDUAL,400000,VERIFIED,62.0,rural
ENT_09000,INDIVIDUAL,2400000,VERIFIED,63.0,tier2
ENT_09001,BUSINESS,58400000,VERIFIED,,tier2
ENT_09002,INDIVIDUAL,800000,VERIFIED,41.0,metro
ENT_09003,INDIVIDUAL,7100000,VERIFIED,48.0,tier2
ENT_09004,INDIVIDUAL,1400000,VERIFIED,23.0,tier2
ENT_09005,INDIVIDUAL,8000000,VERIFIED,32.0,metro
ENT_09006,BUSINESS,9100000,VERIFIED,,tier2
ENT_09007,INDIVIDUAL,1000000,VERIFIED,29.0,tier2
ENT_09008,INDIVIDUAL,3500000,VERIFIED,45.0,rural
ENT_09009,INDIVIDUAL,90300000,VERIFIED,62.0,metro
ENT_09010,INDIVIDUAL,3100000,VERIFIED,61.0,tier2
ENT_09011,INDIVIDUAL,4400000,VERIFIED,36.0,tier2
ENT_09012,INDIVIDUAL,8500000,VERIFIED,65.0,rural
ENT_09013,TRUST,3200000,VERIFIED,,tier2
ENT_09014,INDIVIDUAL,2600000,VERIFIED,21.0,tier2
ENT_09015,INDIVIDUAL,8100000,VERIFIED,52.0,metro
ENT_09016,INDIVIDUAL,1400000,VERIFIED,22.0,rural
ENT_09017,BUSINESS,9300000,VERIFIED,,metro
ENT_09018,INDIVIDUAL,0,VERIFIED,41.0,rural
ENT_09019,INDIVIDUAL,8900000,VERIFIED,24.0,metro
ENT_09020,INDIVIDUAL,1900000,VERIFIED,45.0,tier2
ENT_09021,INDIVIDUAL,5400000,VERIFIED,52.0,rural
ENT_09022,BUSINESS,97600000,VERIFIED,,rural
ENT_09023,INDIVIDUAL,900000,VERIFIED,50.0,metro
ENT_09024,BUSINESS,3200000,VERIFIED,,metro
ENT_09025,INDIVIDUAL,0,VERIFIED,53.0,rural
ENT_09026,BUSINESS,11800000,VERIFIED,,tier2
ENT_09027,INDIVIDUAL,93900000,VERIFIED,31.0,rural
ENT_09028,BUSINESS,19900000,VERIFIED,,rural
ENT_09029,INDIVIDUAL,700000,VERIFIED,25.0,tier2
ENT_09030,TRUST,49800000,VERIFIED,,metro
ENT_09031,INDIVIDUAL,600000,VERIFIED,63.0,tier2
ENT_09032,INDIVIDUAL,300000,VERIFIED,18.0,metro
ENT_09033,INDIVIDUAL,5000000,VERIFIED,59.0,tier2
ENT_09034,INDIVIDUAL,9900000,VERIFIED,58.0,metro
ENT_09035,INDIVIDUAL,1300000,VERIFIED,33.0,metro
ENT_09036,INDIVIDUAL,0,VERIFIED,36.0,metro
ENT_09037,INDIVIDUAL,0,VERIFIED,38.0,tier2
ENT_09038,BUSINESS,11500000,VERIFIED,,metro
ENT_09039,INDIVIDUAL,3000000,VERIFIED,47.0,metro
ENT_09040,INDIVIDUAL,10400000,VERIFIED,61.0,rural
ENT_09041,INDIVIDUAL,91400000,VERIFIED,21.0,rural
ENT_09042,INDIVIDUAL,5100000,VERIFIED,49.0,metro
ENT_09043,INDIVIDUAL,62000000,VERIFIED,18.0,tier2
ENT_09044,INDIVIDUAL,900000,VERIFIED,28.0,tier2
ENT_09045,INDIVIDUAL,6600000,VERIFIED,28.0,metro
ENT_09046,INDIVIDUAL,0,VERIFIED,62.0,metro
ENT_09047,INDIVIDUAL,0,VERIFIED,41.0,rural
ENT_09048,INDIVIDUAL,700000,VERIFIED,47.0,metro
ENT_09049,BUSINESS,78800000,VERIFIED,,tier2
ENT_09050,INDIVIDUAL,0,VERIFIED,41.0,metro
ENT_09051,TRUST,7700000,VERIFIED,,tier2
ENT_09052,INDIVIDUAL,0,VERIFIED,65.0,metro
ENT_09053,INDIVIDUAL,1400000,VERIFIED,18.0,metro
ENT_09054,INDIVIDUAL,0,VERIFIED,35.0,tier2
ENT_09055,INDIVIDUAL,1200000,VERIFIED,56.0,rural
ENT_09056,INDIVIDUAL,2900000,VERIFIED,48.0,metro
ENT_09057,INDIVIDUAL,5800000,VERIFIED,53.0,tier2
ENT_09058,BUSINESS,7500000,VERIFIED,,metro
ENT_09059,INDIVIDUAL,0,VERIFIED,27.0,tier2
ENT_09060,INDIVIDUAL,300000,VERIFIED,42.0,rural
ENT_09061,INDIVIDUAL,1500000,VERIFIED,20.0,metro
ENT_09062,INDIVIDUAL,2500000,VERIFIED,31.0,metro
ENT_09063,INDIVIDUAL,400000,VERIFIED,26.0,tier2
ENT_09064,INDIVIDUAL,8200000,VERIFIED,32.0,rural
ENT_09065,INDIVIDUAL,600000,VERIFIED,45.0,metro
ENT_09066,TRUST,2000000,VERIFIED,,tier2
ENT_09067,BUSINESS,48100000,VERIFIED,,rural
ENT_09068,INDIVIDUAL,300000,VERIFIED,52.0,tier2
ENT_09069,TRUST,81800000,VERIFIED,,metro
ENT_09070,INDIVIDUAL,64600000,VERIFIED,46.0,tier2
